City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
448,hanstholm,57.1167,8.6167,6.02,96,97,6.2,DK,1673060873
449,deputatskiy,69.3,139.9,-38.34,99,98,1.22,RU,1673060874
450,safaga,26.7292,33.9365,16.2,56,0,5.86,EG,1673060875
451,luba,3.4568,8.5547,26.07,81,99,2.0,GQ,1673060875
452,buraydah,26.326,43.975,9.66,60,0,1.79,SA,1673060876
453,nouadhibou,20.931,-17.0347,19.45,48,1,6.13,MR,1673060876
454,bauta,22.9828,-82.5464,22.94,73,0,5.14,CU,1673060877
455,sivaki,52.6333,126.75,-21.48,92,100,0.91,RU,1673060878
456,cedar city,37.6775,-113.0619,0.54,80,0,2.57,US,1673060878
457,anyksciai,55.5256,25.1026,-11.89,83,100,5.15,LT,1673060879
458,acapulco,16.8634,-99.8901,27.9,47,0,3.09,MX,1673060879
459,konza,-1.7426,37.1294,12.9,85,4,2.02,KE,1673060880
460,general higinio morinigo,-25.95,-55.9167,18.63,57,0,1.38,PY,1673060880
461,lapa,-25.7697,-49.7158,11.7,96,38,2.14,BR,1673060881
462,beaverlodge,55.2166,-119.4361,-7.29,89,23,1.84,CA,1673060881
463,north bend,43.4065,-124.2243,13.47,90,100,3.6,US,1673060882
464,yabrud,33.9674,36.6574,2.93,83,31,2.08,SY,1673060882
465,lethem,3.3803,-59.7968,23.58,87,92,3.17,GY,1673060883
466,samarai,-10.6167,150.6667,28.68,72,99,1.53,PG,1673060883
467,belyy yar,53.6039,91.3903,-12.06,79,0,1.0,RU,1673060884
468,tulum,20.2167,-87.4667,22.24,80,0,3.05,MX,1673060884
469,moscow,55.7522,37.6156,-23.9,99,33,1.72,RU,1673060600
470,ati,13.2154,18.3353,15.98,28,54,4.68,TD,1673060885
471,ocos,14.5094,-92.1933,23.1,71,5,1.65,GT,1673060886
472,boralday,43.3578,76.8594,-0.08,93,100,2.0,KZ,1673060886
473,goderich,43.7501,-81.7165,2.17,86,100,6.07,CA,1673060887
474,ahipara,-35.1667,173.1667,22.07,76,97,3.69,NZ,1673060887
475,salalah,17.0151,54.0924,22.05,78,40,2.57,OM,1673060888
476,alpena,45.0617,-83.4327,-0.46,89,100,2.24,US,1673060889
477,cabra,37.4725,-4.4421,7.38,88,2,0.93,ES,1673060889
478,san rafael,-34.6177,-68.3301,28.33,21,96,3.26,AR,1673060890
479,sereflikochisar,38.9393,33.5386,2.07,85,13,0.78,TR,1673060890
480,tual,-5.6667,132.75,28.6,76,100,7.04,ID,1673060891
481,suslovo,56.2167,88.1167,-23.62,100,82,1.48,RU,1673060892
482,el cope,8.6167,-80.6,18.34,90,11,2.74,PA,1673060892
483,te anau,-45.4167,167.7167,17.64,62,84,1.55,NZ,1673060893
484,gdov,58.7406,27.8122,-15.48,94,47,2.31,RU,1673060893
485,pevek,69.7008,170.3133,-31.8,97,96,0.22,RU,1673060894
486,komsomolskiy,40.4272,71.7189,-0.6,93,20,1.03,UZ,1673060894
487,bereda,43.2686,-7.5406,10.79,83,100,5.63,ES,1673060895
488,abha,18.2164,42.5053,10.14,87,20,3.6,SA,1673060895
489,la asuncion,11.0333,-63.8628,24.56,85,3,6.0,VE,1673060896
490,bay roberts,47.5999,-53.2648,-1.48,84,95,3.58,CA,1673060897
491,slavyanka,42.8633,131.3847,-4.86,70,94,2.98,RU,1673060897
492,pineville,31.3224,-92.4343,15.96,74,0,4.63,US,1673060898
493,blyth,55.1271,-1.5086,11.93,92,100,5.14,GB,1673060898
494,miraflores,19.2167,-98.8083,16.13,66,17,1.25,MX,1673060899
495,izyum,49.2088,37.2485,-10.32,56,0,4.91,UA,1673060900
496,waren,53.5167,12.6833,2.79,95,96,3.04,DE,1673060901
497,nelson bay,-32.7167,152.15,22.03,94,70,5.36,AU,1673060901
498,kloulklubed,7.0419,134.2556,27.28,73,94,7.65,PW,1673060902
499,slave lake,55.2834,-114.769,-4.41,87,95,1.23,CA,1673060902
